TimeStamp,X-Axis,Y-Axis,Z-Axis,Class
1619710673.43,9.653,-2.585,2.604,1
1619710673.44,9.653,-2.585,2.624,1
1619710673.45,9.634,-2.604,2.624,1
1619710673.466,9.634,-2.624,2.643,1
1619710673.472,9.692,-2.643,2.7,1
1619710673.48,9.73,-2.643,2.719,1
1619710673.49,9.845,-2.643,2.758,1
1619710673.5,9.96,-2.662,2.758,1
1619710673.511,10.056,-2.662,2.719,1
1619710673.52,10.056,-2.662,2.719,1
1619710673.53,10.056,-2.681,2.681,1
1619710673.54,10.036,-2.681,2.624,1
1619710673.551,10.094,-2.739,2.585,1
1619710673.56,10.113,-2.777,2.585,1
1619710673.571,10.151,-2.834,2.585,1
1619710673.58,10.209,-2.911,2.566,1
1619710673.59,10.247,-2.968,2.585,1
1619710673.601,10.266,-3.045,2.547,1
1619710673.61,10.285,-3.083,2.49,1
1619710673.62,10.285,-3.122,2.432,1
1619710673.63,10.285,-3.16,2.375,1
1619710673.639,10.285,-3.179,2.336,1
1619710673.649,10.266,-3.198,2.298,1
1619710673.661,10.266,-3.198,2.279,1
1619710673.67,10.285,-3.237,2.26,1
1619710673.68,10.285,-3.237,2.241,1
1619710673.691,10.247,-3.256,2.202,1
1619710673.7,10.17,-3.294,2.183,1
1619710673.71,10.132,-3.332,2.126,1
1619710673.721,10.113,-3.352,2.106,1
1619710673.731,10.075,-3.39,2.068,1
1619710673.742,10.036,-3.428,2.049,1
1619710673.75,9.998,-3.447,2.03,1
1619710673.76,10.017,-3.486,2.03,1
1619710673.771,9.998,-3.466,1.992,1
1619710673.782,9.979,-3.466,1.953,1
1619710673.791,9.979,-3.428,1.915,1
1619710673.8,9.979,-3.409,1.915,1
1619710673.811,9.96,-3.371,1.877,1
1619710673.821,9.941,-3.332,1.838,1
1619710673.831,9.902,-3.332,1.819,1
1619710673.84,9.921,-3.332,1.8,1
1619710673.851,9.941,-3.352,1.8,1
1619710673.86,9.902,-3.332,1.762,1
1619710673.87,9.826,-3.332,1.762,1
1619710673.88,9.749,-3.294,1.723,1
1619710673.89,9.73,-3.294,1.685,1
1619710673.901,9.749,-3.294,1.647,1
1619710673.911,9.807,-3.294,1.608,1
1619710673.921,9.807,-3.294,1.628,1
1619710673.93,9.768,-3.275,1.628,1
1619710673.94,9.73,-3.256,1.628,1
1619710673.952,9.672,-3.237,1.628,1
1619710673.963,9.672,-3.237,1.608,1
1619710673.97,9.653,-3.237,1.628,1
1619710673.98,9.653,-3.217,1.666,1
1619710673.991,9.692,-3.198,1.704,1
1619710674.0,9.73,-3.179,1.704,1
1619710674.011,9.73,-3.122,1.685,1
1619710674.021,9.692,-3.083,1.704,1
1619710674.029,9.692,-3.045,1.704,1
1619710674.039,9.711,-3.007,1.743,1
1619710674.049,9.73,-2.988,1.762,1
1619710674.06,9.768,-3.007,1.8,1
1619710674.07,9.768,-3.007,1.819,1
1619710674.081,9.749,-3.007,1.838,1
1619710674.09,9.749,-2.988,1.838,1
1619710674.1,9.768,-2.968,1.877,1
1619710674.111,9.768,-2.911,1.896,1
1619710674.12,9.768,-2.911,1.896,1
1619710674.131,9.787,-2.892,1.877,1
1619710674.14,9.807,-2.892,1.896,1
1619710674.151,9.787,-2.911,1.915,1
1619710674.161,9.787,-2.949,1.934,1
1619710674.17,9.768,-2.949,1.934,1
1619710674.18,9.787,-2.968,1.953,1
1619710674.191,9.845,-3.007,1.953,1
1619710674.201,9.864,-3.026,1.953,1
1619710674.211,9.864,-3.007,1.953,1
1619710674.221,9.883,-2.988,1.972,1
1619710674.231,9.883,-2.988,1.972,1
1619710674.241,9.902,-3.007,1.953,1
1619710674.251,9.902,-3.026,1.953,1
1619710674.261,9.921,-3.026,1.934,1
1619710674.27,9.941,-3.045,1.953,1
1619710674.28,9.941,-3.045,1.972,1
1619710674.291,9.998,-3.064,1.972,1
1619710674.3,10.017,-3.045,1.972,1
1619710674.311,10.036,-3.064,1.972,1
1619710674.32,9.998,-3.083,1.934,1
1619710674.33,9.979,-3.083,1.915,1
1619710674.341,9.96,-3.102,1.915,1
1619710674.351,9.921,-3.122,1.896,1
1619710674.361,9.921,-3.16,1.896,1
1619710674.37,9.902,-3.198,1.896,1
1619710674.381,9.883,-3.179,1.877,1
1619710674.391,9.845,-3.179,1.877,1
1619710674.401,9.845,-3.16,1.819,1
1619710674.411,9.807,-3.16,1.8,1
1619710674.421,9.826,-3.16,1.8,1
1619710674.43,9.807,-3.16,1.8,1
1619710674.441,9.768,-3.16,1.8,1
1619710674.451,9.749,-3.198,1.762,1
1619710674.46,9.73,-3.217,1.762,1
1619710674.471,9.711,-3.198,1.743,1
1619710674.482,9.692,-3.179,1.743,1
1619710674.491,9.672,-3.16,1.723,1
1619710674.501,9.634,-3.122,1.685,1
1619710674.511,9.596,-3.122,1.628,1
1619710674.521,9.557,-3.102,1.628,1
1619710674.53,9.577,-3.083,1.608,1
1619710674.54,9.596,-3.083,1.589,1
1619710674.551,9.653,-3.083,1.57,1
1619710674.56,9.711,-3.083,1.532,1
1619710674.57,9.826,-3.122,1.532,1
1619710674.58,9.921,-3.141,1.494,1
1619710674.59,9.998,-3.179,1.494,1
1619710674.6,10.056,-3.198,1.436,1
1619710674.61,10.075,-3.217,1.398,1
1619710674.62,10.075,-3.275,1.34,1
1619710674.63,10.056,-3.313,1.321,1
1619710674.643,10.036,-3.352,1.283,1
1619710674.654,10.036,-3.39,1.264,1
1619710674.66,10.017,-3.428,1.245,1
1619710674.672,9.979,-3.524,1.283,1
1619710674.679,9.96,-3.639,1.302,1
1619710674.688,9.979,-3.658,1.321,1
1619710674.7,9.883,-3.696,1.379,1
1619710674.71,9.768,-3.735,1.398,1
1619710674.72,9.653,-3.696,1.455,1
1619710674.73,9.5,-3.677,1.57,1
1619710674.74,9.462,-3.639,1.704,1
1619710674.75,9.519,-3.601,1.857,1
1619710674.76,9.634,-3.601,2.03,1
1619710674.77,9.749,-3.658,2.221,1
1619710674.781,9.883,-3.696,2.394,1
1619710674.79,9.979,-3.639,2.547,1
1619710674.8,10.094,-3.524,2.7,1
1619710674.811,10.209,-3.371,3.007,1
1619710674.82,10.343,-3.141,3.332,1
1619710674.832,10.458,-2.892,3.486,1
1619710674.841,10.458,-2.662,3.696,1
1619710674.851,10.477,-2.49,4.003,1
1619710674.86,10.745,-2.394,4.233,1
1619710674.87,10.994,-2.413,4.424,1
1619710674.881,11.052,-2.375,4.577,1
1619710674.89,10.937,-2.164,4.635,1
1619710674.901,10.649,-1.877,4.711,1
1619710674.91,10.477,-1.647,5.037,1
1619710674.92,10.63,-1.302,5.267,1
1619710674.931,10.803,-0.785,5.267,1
1619710674.94,10.745,-0.325,5.497,1
1619710674.95,10.592,-0.21,5.956,1
1619710674.96,10.803,-0.287,6.531,1
1619710674.97,11.377,-0.383,6.972,1
1619710674.98,11.837,-0.459,7.297,1
1619710674.991,11.856,-0.517,7.451,1
1619710675.0,11.741,-0.498,7.374,1
1619710675.011,11.55,-0.44,7.24,1
1619710675.021,11.454,-0.421,7.182,1
1619710675.031,11.569,-0.363,7.202,1
1619710675.041,11.779,-0.249,7.24,1
1619710675.05,12.105,-0.153,7.125,1
1619710675.061,12.469,-0.057,6.646,1
1619710675.07,12.603,-0.095,6.071,1
1619710675.08,12.699,-0.363,5.535,1
1619710675.091,12.775,-0.766,5.286,1
1619710675.099,12.986,-1.283,5.497,1
1619710675.11,13.408,-1.781,6.091,1
1619710675.12,13.867,-2.221,6.857,1
1619710675.13,14.346,-2.624,7.412,1
1619710675.14,14.748,-2.968,7.585,1
1619710675.15,14.806,-3.275,7.221,1
1619710675.16,14.423,-3.524,6.589,1
1619710675.17,13.81,-3.792,5.88,1
1619710675.181,13.312,-4.079,5.42,1
1619710675.19,13.293,-4.367,5.42,1
1619710675.201,13.886,-4.482,5.765,1
1619710675.211,14.767,-4.348,6.11,1
1619710675.221,14.787,-4.079,6.397,1
1619710675.23,13.81,-4.06,6.397,1
1619710675.24,12.929,-4.156,5.937,1
1619710675.251,12.392,-4.233,5.324,1
1619710675.261,12.335,-4.309,4.807,1
1619710675.271,12.795,-4.29,4.156,1
1619710675.281,13.197,-4.348,3.773,1
1619710675.291,13.618,-4.328,3.62,1
1619710675.3,14.001,-4.328,3.639,1
1619710675.31,14.231,-4.156,3.677,1
1619710675.321,14.04,-3.984,3.601,1
1619710675.33,13.312,-4.118,3.198,1
1619710675.34,12.45,-4.75,2.47,1
1619710675.351,11.722,-5.65,1.8,1
1619710675.36,11.415,-6.32,1.264,1
1619710675.37,11.454,-6.129,0.766,1
1619710675.38,11.454,-5.516,0.478,1
1619710675.39,11.166,-5.19,0.421,1
1619710675.401,10.439,-5.573,0.517,1
1619710675.411,9.711,-6.493,0.689,1
1619710675.42,9.5,-7.355,0.67,1
1619710675.43,9.826,-7.546,0.689,1
1619710675.441,9.96,-7.431,0.383,1
1619710675.451,9.577,-7.7,-0.67,1
1619710675.461,8.983,-8.198,-1.877,1
1619710675.471,8.427,-8.351,-2.873,1
1619710675.481,8.025,-8.14,-3.926,1
1619710675.491,7.661,-7.585,-4.405,1
1619710675.501,7.029,-6.78,-4.731,1
1619710675.51,6.11,-5.956,-4.884,1
1619710675.521,4.826,-5.095,-4.462,1
1619710675.53,3.735,-3.926,-3.83,1
1619710675.54,1.972,-2.681,-2.566,1
1619710675.553,1.283,-2.777,-1.57,1
1619710675.563,1.015,-2.968,-0.747,1
1619710675.57,1.13,-2.853,-0.076,1
1619710675.581,1.417,-1.953,0.114,1
1619710675.59,1.474,0.0,-0.076,1
1619710675.6,0.938,2.394,-0.67,1
1619710675.61,0.727,5.458,-1.245,1
1619710675.621,1.091,9.059,-1.34,1
1619710675.63,1.589,11.473,-0.555,1
1619710675.64,1.819,10.975,1.245,1
