TimeStamp,X-Axis,Y-Axis,Z-Axis,Class
1620726665.968,2.145,-9.481,3.313,0
1620726665.978,2.145,-9.481,3.735,0
1620726665.988,2.087,-9.443,3.926,0
1620726665.998,2.087,-9.117,4.424,0
1620726666.008,2.049,-8.657,5.133,0
1620726666.018,2.03,-8.121,5.516,0
1620726666.33,1.992,-7.489,6.301,0
1620726666.332,1.896,-6.991,7.067,0
1620726666.334,1.838,-6.071,7.795,0
1620726666.335,1.992,-5.612,8.044,0
1620726666.337,2.011,-5.248,8.14,0
1620726666.339,1.953,-5.171,7.929,0
1620726666.341,1.896,-5.363,7.968,0
1620726666.342,1.915,-5.746,8.006,0
1620726666.344,2.011,-6.11,8.025,0
1620726666.345,2.183,-6.167,8.083,0
1620726666.348,2.221,-5.937,8.389,0
1620726666.349,2.087,-5.516,8.638,0
1620726666.351,2.011,-4.96,8.945,0
1620726666.352,1.857,-4.558,9.098,0
1620726666.354,1.8,-4.386,8.83,0
1620726666.356,1.992,-4.386,8.542,0
1620726666.358,2.202,-4.424,8.255,0
1620726666.359,2.336,-4.501,8.159,0
1620726666.361,2.279,-4.558,8.198,0
1620726666.362,2.164,-4.673,8.466,0
1620726666.364,2.164,-4.807,8.676,0
1620726666.365,2.202,-4.731,8.906,0
1620726666.368,2.183,-4.501,9.174,0
1620726666.369,2.106,-4.213,9.328,0
1620726666.371,2.011,-4.022,9.385,0
1620726666.372,1.972,-3.907,9.366,0
1620726666.374,2.068,-3.811,9.27,0
1620726666.376,2.202,-3.735,8.83,0
1620726666.378,2.183,-3.83,8.542,0
1620726666.38,2.068,-4.213,8.523,0
1620726666.381,2.049,-4.75,8.676,0
1620726666.383,2.164,-5.305,8.638,0
1620726666.384,2.432,-5.42,8.945,0
1620726666.387,2.394,-5.018,9.174,0
1620726666.389,2.26,-4.29,9.155,0
1620726666.39,2.106,-3.735,9.079,0
1620726666.398,1.992,-3.658,8.964,0
1620726666.407,2.011,-3.926,8.734,0
1620726666.417,2.126,-4.271,8.466,0
1620726666.427,2.221,-4.558,8.427,0
1620726666.437,2.26,-4.654,8.504,0
1620726666.448,2.26,-4.635,8.6,0
1620726666.458,2.145,-4.826,8.715,0
1620726666.468,2.011,-5.516,7.891,0
1620726666.478,2.298,-6.167,7.527,0
1620726666.488,2.47,-6.742,7.661,0
1620726666.497,2.49,-6.895,7.374,0
1620726666.507,2.643,-6.55,7.336,0
1620726666.517,2.604,-5.956,8.178,0
1620726666.528,2.279,-5.248,8.791,0
1620726666.538,2.106,-4.616,8.887,0
1620726666.548,2.087,-4.405,9.002,0
1620726666.557,2.049,-4.539,8.964,0
1620726666.569,2.068,-4.711,8.906,0
1620726666.578,2.164,-4.846,9.194,0
1620726666.588,2.221,-4.903,9.04,0
1620726666.598,2.336,-4.846,8.81,0
1620726666.608,2.355,-4.769,8.619,0
1620726666.618,2.394,-4.558,8.715,0
1620726666.628,2.394,-4.213,8.887,0
1620726666.638,2.336,-3.696,9.289,0
1620726666.648,2.183,-3.179,9.5,0
1620726666.658,2.049,-2.853,9.404,0
1620726666.668,2.03,-2.643,9.423,0
1620726666.678,2.068,-2.413,9.481,0
1620726666.689,2.106,-2.145,9.462,0
1620726666.698,2.068,-1.877,9.462,0
1620726666.708,2.03,-1.608,9.5,0
1620726666.718,2.049,-1.321,9.577,0
1620726666.728,2.145,-1.225,9.347,0
1620726666.738,2.145,-1.474,9.328,0
1620726666.748,2.106,-1.992,9.5,0
1620726666.758,2.183,-2.662,9.366,0
1620726666.768,2.355,-3.39,9.328,0
1620726666.778,2.432,-3.773,9.347,0
1620726666.788,2.509,-3.562,9.308,0
1620726666.798,2.509,-3.102,9.213,0
1620726666.808,2.413,-2.796,9.194,0
1620726666.818,2.375,-2.662,9.232,0
1620726666.828,2.336,-2.566,9.308,0
1620726666.838,2.451,-2.49,9.27,0
1620726666.848,2.413,-2.47,9.634,0
1620726666.858,2.049,-2.911,9.404,0
1620726666.868,1.972,-3.773,8.753,0
1620726666.878,2.145,-4.865,8.351,0
1620726666.888,2.451,-5.88,7.987,0
1620726666.898,2.604,-6.608,7.604,0
1620726666.908,2.566,-6.972,7.508,0
1620726666.918,2.432,-7.144,7.355,0
1620726666.928,2.241,-7.24,7.106,0
1620726666.938,2.202,-7.24,7.01,0
1620726666.948,2.183,-7.259,6.914,0
1620726666.958,2.126,-7.278,6.684,0
1620726666.968,2.126,-7.297,6.569,0
1620726666.978,2.164,-7.355,6.665,0
1620726666.988,2.241,-7.393,6.493,0
1620726666.998,2.317,-7.431,6.205,0
1620726667.008,2.336,-7.431,6.186,0
1620726667.018,2.202,-7.623,6.033,0
1620726667.028,1.972,-8.006,5.65,0
1620726667.038,1.896,-8.772,5.631,0
1620726667.048,2.03,-9.615,5.669,0
1620726667.107,2.145,-9.96,5.516,0
1620726667.109,2.183,-9.692,5.171,0
1620726667.112,2.164,-9.117,4.922,0
1620726667.114,2.164,-8.561,4.788,0
1620726667.116,2.126,-8.198,4.807,0
1620726667.118,2.145,-8.083,4.75,0
1620726667.12,2.241,-8.121,4.616,0
1620726667.128,2.279,-8.351,4.539,0
1620726667.138,2.317,-8.542,4.06,0
1620726667.148,2.26,-8.81,3.601,0
1620726667.158,2.221,-9.213,3.294,0
1620726667.168,2.279,-9.557,2.949,0
1620726667.178,2.375,-9.73,2.528,0
1620726667.188,2.49,-9.711,1.915,0
1620726667.198,2.662,-9.481,1.379,0
1620726667.207,2.739,-9.27,0.881,0
1620726667.218,2.719,-9.059,0.727,0
1620726667.228,2.739,-9.059,1.053,0
1620726667.238,2.777,-9.289,1.245,0
1620726667.248,2.681,-9.519,0.976,0
1620726667.258,2.451,-9.711,0.689,0
1620726667.268,2.394,-9.787,0.229,0
1620726667.278,2.47,-9.711,-0.306,0
1620726667.288,2.604,-9.749,-0.555,0
1620726667.298,2.758,-9.845,-0.785,0
1620726667.308,2.853,-9.845,-1.015,0
1620726667.318,2.815,-9.787,-1.225,0
1620726667.328,2.777,-9.749,-1.436,0
1620726667.338,2.758,-9.807,-1.743,0
1620726667.348,2.719,-9.979,-1.857,0
1620726667.358,2.624,-10.209,-1.781,0
1620726667.368,2.566,-10.4,-1.704,0
1620726667.378,2.547,-10.573,-1.57,0
1620726667.388,2.49,-10.649,-1.398,0
1620726667.4,2.451,-10.688,-1.245,0
1620726667.408,2.451,-10.668,-0.996,0
1620726667.418,2.49,-10.611,-0.938,0
1620726667.428,2.49,-10.573,-1.053,0
1620726667.439,2.49,-10.554,-1.13,0
1620726667.448,2.47,-10.611,-1.168,0
1620726667.458,2.509,-10.688,-0.996,0
1620726667.468,2.509,-10.688,-0.363,0
1620726667.478,2.394,-10.592,0.306,0
1620726667.488,2.279,-10.4,0.957,0
1620726667.498,2.221,-10.075,1.455,0
1620726667.508,2.202,-9.73,1.8,0
1620726667.518,2.221,-9.347,2.145,0
1620726667.528,2.355,-8.945,2.432,0
1620726667.538,2.49,-8.523,2.643,0
1620726667.548,2.528,-8.198,3.102,0
1620726667.558,2.47,-8.044,3.83,0
1620726667.568,2.451,-7.949,4.501,0
1620726667.578,2.432,-7.891,5.095,0
1620726667.588,2.375,-7.776,5.746,0
1620726667.598,2.336,-7.508,6.301,0
1620726667.608,2.355,-6.972,6.914,0
1620726667.618,2.49,-6.34,7.47,0
1620726667.628,2.681,-5.803,7.757,0
1620726667.638,2.719,-5.305,7.7,0
1620726667.648,2.509,-4.941,7.623,0
1620726667.658,2.26,-4.999,7.834,0
1620726667.668,2.202,-5.267,8.044,0
1620726667.678,2.317,-5.42,8.178,0
1620726667.688,2.432,-5.458,8.581,0
1620726667.698,2.336,-5.861,8.523,0
1620726667.708,2.068,-6.071,7.738,0
1620726667.718,2.355,-5.956,8.025,0
1620726667.728,2.643,-5.458,8.887,0
1620726667.738,2.643,-4.405,9.385,0
1620726667.748,2.509,-3.409,9.366,0
