TimeStamp,X-Axis,Y-Axis,Z-Axis,Class
1620123508.853,2.03,-3.409,9.289,0
1620123508.862,1.953,-3.447,9.366,0
1620123508.872,1.934,-3.466,9.404,0
1620123508.884,1.953,-3.428,9.404,0
1620123508.893,1.972,-3.371,9.328,0
1620123508.904,1.992,-3.313,9.289,0
1620123508.913,1.992,-3.313,9.251,0
1620123508.924,1.992,-3.371,9.213,0
1620123508.933,1.953,-3.428,9.174,0
1620123508.943,1.915,-3.524,9.213,0
1620123508.952,1.934,-3.562,9.27,0
1620123508.962,1.972,-3.524,9.404,0
1620123508.972,1.972,-3.352,9.577,0
1620123508.984,1.915,-3.294,9.596,0
1620123508.992,1.896,-3.217,9.462,0
1620123509.003,1.953,-3.198,9.328,0
1620123509.012,1.953,-3.371,9.366,0
1620123509.022,1.896,-3.62,9.404,0
1620123509.031,1.877,-3.696,9.423,0
1620123509.042,1.934,-3.524,9.443,0
1620123509.052,1.953,-3.294,9.404,0
1620123509.062,1.934,-3.122,9.366,0
1620123509.071,1.953,-3.007,9.251,0
1620123509.081,1.915,-3.083,9.289,0
1620123509.091,1.838,-3.275,9.366,0
1620123509.101,1.953,-3.428,9.347,0
1620123509.112,2.011,-3.409,9.328,0
1620123509.121,2.068,-3.256,9.308,0
1620123509.131,1.972,-3.313,9.385,0
1620123509.141,1.8,-3.524,9.577,0
1620123509.151,1.762,-3.639,9.557,0
1620123509.161,1.953,-3.696,9.462,0
1620123509.171,2.03,-3.581,9.462,0
1620123509.181,1.992,-3.505,9.462,0
1620123509.196,1.838,-3.352,9.749,0
1620123509.209,1.57,-3.237,10.228,0
1620123509.214,1.474,-3.275,10.515,0
1620123509.221,1.532,-3.39,10.554,0
1620123509.232,1.628,-3.543,10.343,0
1620123509.241,1.589,-3.754,10.19,0
1620123509.251,1.513,-3.907,9.941,0
1620123509.263,1.494,-3.926,9.826,0
1620123509.271,1.513,-3.926,9.826,0
1620123509.281,1.647,-4.06,9.941,0
1620123509.291,1.857,-4.405,9.749,0
1620123509.301,1.972,-4.769,9.73,0
1620123509.312,1.992,-5.018,10.324,0
1620123509.321,1.857,-5.229,10.688,0
1620123509.332,1.474,-5.248,10.803,0
1620123509.342,1.015,-5.133,10.534,0
1620123509.353,0.957,-4.865,10.324,0
1620123509.362,1.436,-4.711,10.419,0
1620123509.373,2.011,-4.692,10.266,0
1620123509.382,2.394,-4.673,9.96,0
1620123509.392,2.432,-4.635,9.787,0
1620123509.402,2.509,-4.348,9.672,0
1620123509.412,2.643,-3.888,9.653,0
1620123509.423,2.758,-3.505,9.347,0
1620123509.435,2.643,-3.179,9.059,0
1620123509.445,2.49,-2.298,8.983,0
1620123509.456,2.49,-2.298,8.983,0
1620123509.468,2.566,-1.992,8.715,0
1620123509.476,2.585,-1.8,8.466,0
1620123509.486,2.336,-0.842,8.044,0
1620123509.495,2.336,-0.842,8.044,0
1620123509.503,2.317,-0.44,8.083,0
1620123509.511,2.777,-0.459,8.121,0
1620123509.521,3.102,-1.187,7.968,0
1620123509.532,3.122,-2.298,7.738,0
1620123509.542,2.949,-3.256,7.623,0
1620123509.553,2.911,-3.639,7.604,0
1620123509.562,3.045,-3.409,7.163,0
1620123509.572,2.988,-3.543,7.144,0
1620123509.581,2.949,-3.62,6.972,0
1620123509.591,2.815,-3.505,6.723,0
1620123509.602,2.681,-3.313,6.684,0
1620123509.612,2.413,-3.045,6.914,0
1620123509.622,2.106,-2.566,7.106,0
1620123509.632,1.8,-2.183,7.106,0
1620123509.642,1.34,-1.915,7.604,0
1620123509.652,0.881,-1.608,8.14,0
1620123509.662,0.536,-0.651,8.523,0
1620123509.673,0.191,0.593,8.523,0
1620123509.683,0.095,2.03,9.27,0
1620123509.693,-0.076,3.658,9.979,0
1620123509.703,-0.517,5.631,10.381,0
1620123509.713,-0.727,8.063,11.032,0
1620123509.722,-1.053,10.688,11.435,0
1620123509.732,-1.053,13.561,11.166,0
1620123509.742,-0.804,16.74,10.822,0
1620123509.752,-0.44,20.322,10.534,0
1620123509.763,0.038,23.962,10.439,0
1620123509.772,0.44,26.835,10.19,0
1620123509.783,0.747,28.52,9.807,0
1620123509.794,1.13,28.654,9.174,0
1620123509.803,1.513,27.467,8.312,0
1620123509.812,1.455,25.647,7.374,0
1620123509.822,0.766,23.732,6.78,0
1620123509.832,-0.191,21.567,6.205,0
1620123509.842,-0.938,19.23,5.229,0
1620123509.852,-1.915,16.434,4.29,0
1620123509.862,-3.141,13.235,3.122,0
1620123509.872,-4.271,10.228,2.03,0
1620123509.882,-4.903,7.738,1.168,0
1620123509.893,-5.095,6.167,0.612,0
1620123509.902,-5.171,5.037,0.842,0
1620123509.915,-5.42,3.141,1.359,0
1620123509.924,-5.669,0.038,3.179,0
1620123509.932,-5.88,-3.313,6.378,0
1620123509.943,-5.688,-6.857,7.029,0
1620123509.952,-5.152,-11.013,5.765,0
