TimeStamp,X-Axis,Y-Axis,Z-Axis
2021-04-29 15:40:12.972,9.73,-3.102,1.34
2021-04-29 15:40:12.981,9.73,-3.179,1.302
2021-04-29 15:40:12.991,9.692,-3.237,1.264
2021-04-29 15:40:13.001,9.634,-3.275,1.245
2021-04-29 15:40:13.010,9.519,-3.275,1.264
2021-04-29 15:40:13.020,9.404,-3.294,1.245
2021-04-29 15:40:13.030,9.366,-3.294,1.206
2021-04-29 15:40:13.040,9.347,-3.332,1.225
2021-04-29 15:40:13.051,9.366,-3.371,1.264
2021-04-29 15:40:13.060,9.366,-3.409,1.302
2021-04-29 15:40:13.070,9.385,-3.428,1.379
2021-04-29 15:40:13.080,9.385,-3.428,1.455
2021-04-29 15:40:13.091,9.443,-3.39,1.57
2021-04-29 15:40:13.100,9.5,-3.294,1.762
2021-04-29 15:40:13.110,9.577,-3.217,1.953
2021-04-29 15:40:13.123,9.653,-3.102,1.992
2021-04-29 15:40:13.133,9.596,-3.026,2.011
2021-04-29 15:40:13.142,9.443,-2.968,2.03
2021-04-29 15:40:13.154,9.423,-2.968,2.03
2021-04-29 15:40:13.159,9.5,-3.026,2.087
2021-04-29 15:40:13.169,9.557,-3.141,2.164
2021-04-29 15:40:13.179,9.692,-3.198,2.298
2021-04-29 15:40:13.189,9.807,-3.179,2.47
2021-04-29 15:40:13.199,9.902,-3.198,2.7
2021-04-29 15:40:13.210,10.036,-3.217,2.834
2021-04-29 15:40:13.220,10.151,-3.198,2.93
2021-04-29 15:40:13.231,10.209,-3.122,3.007
2021-04-29 15:40:13.240,10.228,-3.026,3.045
2021-04-29 15:40:13.251,10.247,-2.949,3.083
2021-04-29 15:40:13.261,10.266,-2.815,3.198
2021-04-29 15:40:13.270,10.113,-2.643,3.447
2021-04-29 15:40:13.281,9.807,-2.413,3.639
2021-04-29 15:40:13.291,8.236,-1.877,3.754
2021-04-29 15:40:13.301,7.431,-1.838,3.715
2021-04-29 15:40:13.325,7.412,-2.164,3.715
2021-04-29 15:40:13.336,7.412,-2.164,3.715
2021-04-29 15:40:13.350,8.274,-2.221,4.041
2021-04-29 15:40:13.356,9.385,-2.183,4.616
2021-04-29 15:40:13.362,10.477,-2.221,5.075
2021-04-29 15:40:13.370,11.281,-2.106,5.19
2021-04-29 15:40:13.376,11.76,-1.685,4.635
2021-04-29 15:40:13.382,12.048,-1.149,3.62
2021-04-29 15:40:13.390,12.68,-0.9,2.681
2021-04-29 15:40:13.399,13.791,-0.842,2.03
2021-04-29 15:40:13.409,14.595,-0.804,1.762
2021-04-29 15:40:13.419,14.461,-0.67,1.877
2021-04-29 15:40:13.429,13.369,-0.689,2.547
2021-04-29 15:40:13.440,12.488,-0.632,3.409
2021-04-29 15:40:13.450,12.775,-0.153,3.715
2021-04-29 15:40:13.461,13.293,0.076,3.658
2021-04-29 15:40:13.470,13.312,-0.114,3.371
2021-04-29 15:40:13.480,12.756,-0.383,2.968
2021-04-29 15:40:13.491,11.607,-0.823,2.834
2021-04-29 15:40:13.500,10.534,-1.149,3.064
2021-04-29 15:40:13.510,9.921,-1.302,3.466
2021-04-29 15:40:13.521,9.557,-1.436,3.964
2021-04-29 15:40:13.531,9.385,-1.398,4.482
2021-04-29 15:40:13.541,9.443,-0.957,4.788
2021-04-29 15:40:13.550,9.213,-0.249,4.941
2021-04-29 15:40:13.560,8.581,0.249,5.152
2021-04-29 15:40:13.571,8.063,0.402,5.305
2021-04-29 15:40:13.581,7.776,0.306,5.248
2021-04-29 15:40:13.591,7.834,0.172,5.152
2021-04-29 15:40:13.601,7.987,0.114,5.095
2021-04-29 15:40:13.611,8.083,0.057,5.133
2021-04-29 15:40:13.620,8.332,-0.114,5.056
2021-04-29 15:40:13.631,8.619,-0.287,4.96
2021-04-29 15:40:13.641,8.715,-0.459,4.826
2021-04-29 15:40:13.651,8.715,-0.727,4.75
2021-04-29 15:40:13.661,8.81,-0.9,4.673
2021-04-29 15:40:13.671,9.021,-0.976,4.52
2021-04-29 15:40:13.681,9.328,-1.034,4.424
2021-04-29 15:40:13.691,9.672,-1.091,4.328
2021-04-29 15:40:13.701,9.96,-1.11,4.309
2021-04-29 15:40:13.711,10.17,-1.13,4.328
2021-04-29 15:40:13.721,10.247,-1.11,4.386
2021-04-29 15:40:13.730,10.19,-1.072,4.424
2021-04-29 15:40:13.740,10.113,-1.072,4.424
2021-04-29 15:40:13.751,10.056,-1.091,4.367
2021-04-29 15:40:13.761,9.979,-1.13,4.252
2021-04-29 15:40:13.772,9.826,-1.225,4.06
2021-04-29 15:40:13.780,9.692,-1.436,3.773
2021-04-29 15:40:13.791,9.711,-1.647,3.486
2021-04-29 15:40:13.800,9.692,-1.781,3.256
2021-04-29 15:40:13.811,9.557,-1.857,3.083
2021-04-29 15:40:13.820,9.404,-1.953,2.93
2021-04-29 15:40:13.830,9.289,-2.087,2.796
2021-04-29 15:40:13.840,9.136,-2.241,2.681
2021-04-29 15:40:13.850,8.906,-2.355,2.662
2021-04-29 15:40:13.861,8.638,-2.47,2.7
2021-04-29 15:40:13.870,8.427,-2.528,2.758
2021-04-29 15:40:13.880,8.217,-2.47,2.834
2021-04-29 15:40:13.891,7.987,-2.317,2.853
2021-04-29 15:40:13.900,7.738,-2.202,2.911
2021-04-29 15:40:13.910,7.546,-2.202,2.968
2021-04-29 15:40:13.921,7.451,-2.241,3.007
2021-04-29 15:40:13.930,7.508,-2.26,3.045
2021-04-29 15:40:13.940,7.585,-2.202,3.064
2021-04-29 15:40:13.950,7.604,-2.087,3.102
2021-04-29 15:40:13.961,7.47,-1.992,3.141
2021-04-29 15:40:13.971,7.374,-1.915,3.217
2021-04-29 15:40:13.981,7.412,-1.8,3.332
2021-04-29 15:40:13.990,7.585,-1.628,3.466
2021-04-29 15:40:14.000,7.795,-1.455,3.581
2021-04-29 15:40:14.011,7.968,-1.34,3.696
2021-04-29 15:40:14.020,8.14,-1.283,3.811
2021-04-29 15:40:14.031,8.236,-1.225,3.984
2021-04-29 15:40:14.040,8.408,-1.149,4.137
2021-04-29 15:40:14.050,8.676,-1.091,4.271
2021-04-29 15:40:14.061,8.983,-1.015,4.386
2021-04-29 15:40:14.070,9.194,-0.9,4.462
2021-04-29 15:40:14.080,9.308,-0.708,4.558
2021-04-29 15:40:14.091,9.385,-0.574,4.577
2021-04-29 15:40:14.101,9.538,-0.44,4.539
2021-04-29 15:40:14.111,9.787,-0.306,4.52
2021-04-29 15:40:14.120,10.017,-0.134,4.52
2021-04-29 15:40:14.130,10.209,0,4.501
2021-04-29 15:40:14.141,10.343,0.114,4.539
2021-04-29 15:40:14.152,10.439,0.191,4.558
2021-04-29 15:40:14.160,10.573,0.268,4.597
2021-04-29 15:40:14.171,10.63,0.325,4.597
2021-04-29 15:40:14.181,10.688,0.44,4.558
2021-04-29 15:40:14.192,10.668,0.536,4.462
2021-04-29 15:40:14.201,10.496,0.593,4.367
2021-04-29 15:40:14.210,10.228,0.574,4.271
2021-04-29 15:40:14.222,9.998,0.459,4.194
2021-04-29 15:40:14.230,10.075,0.344,4.137
2021-04-29 15:40:14.240,10.151,0.325,4.079
2021-04-29 15:40:14.251,10.132,0.306,4.099
2021-04-29 15:40:14.260,10.094,0.229,4.118
2021-04-29 15:40:14.270,10.075,0.191,4.079
2021-04-29 15:40:14.280,10.036,0.153,4.003
2021-04-29 15:40:14.290,9.921,0.134,3.907
2021-04-29 15:40:14.300,9.807,0.114,3.811
2021-04-29 15:40:14.310,9.672,0.038,3.715
2021-04-29 15:40:14.325,9.634,-0.076,3.677
2021-04-29 15:40:14.330,9.711,-0.229,3.601
2021-04-29 15:40:14.340,9.826,-0.363,3.562
2021-04-29 15:40:14.349,9.826,-0.459,3.562
2021-04-29 15:40:14.360,9.845,-0.574,3.524
2021-04-29 15:40:14.370,9.845,-0.689,3.524
2021-04-29 15:40:14.379,9.883,-0.727,3.466
2021-04-29 15:40:14.389,9.921,-0.747,3.39
2021-04-29 15:40:14.399,9.979,-0.766,3.332
2021-04-29 15:40:14.410,9.96,-0.785,3.256
2021-04-29 15:40:14.420,9.941,-0.842,3.179
2021-04-29 15:40:14.430,9.979,-0.919,3.16
2021-04-29 15:40:14.439,10.017,-0.957,3.16
2021-04-29 15:40:14.451,9.96,-1.034,3.141
2021-04-29 15:40:14.460,9.941,-1.13,3.141
2021-04-29 15:40:14.471,9.96,-1.206,3.16
2021-04-29 15:40:14.481,10.036,-1.245,3.141
2021-04-29 15:40:14.491,10.075,-1.283,3.102
2021-04-29 15:40:14.501,9.998,-1.321,3.102
2021-04-29 15:40:14.510,9.941,-1.359,3.064
2021-04-29 15:40:14.520,9.902,-1.436,3.045
2021-04-29 15:40:14.530,9.921,-1.513,3.045
2021-04-29 15:40:14.540,9.96,-1.608,3.045
2021-04-29 15:40:14.550,10.036,-1.704,3.102
2021-04-29 15:40:14.561,10.132,-1.743,3.122
2021-04-29 15:40:14.570,10.17,-1.8,3.141
2021-04-29 15:40:14.581,10.113,-1.857,3.122
2021-04-29 15:40:14.590,10.056,-1.915,3.122
2021-04-29 15:40:14.600,9.998,-1.953,3.083
2021-04-29 15:40:14.610,9.979,-1.934,3.064
2021-04-29 15:40:14.620,9.941,-1.972,3.083
2021-04-29 15:40:14.630,9.941,-1.992,3.102
2021-04-29 15:40:14.640,10.075,-2.03,3.122
2021-04-29 15:40:14.651,10.228,-2.049,3.122
2021-04-29 15:40:14.662,10.305,-2.03,3.141
2021-04-29 15:40:14.671,10.305,-2.049,3.141
2021-04-29 15:40:14.680,10.305,-2.03,3.122
2021-04-29 15:40:14.691,10.285,-2.03,3.102
2021-04-29 15:40:14.700,10.247,-2.03,3.083
2021-04-29 15:40:14.711,10.19,-2.049,3.083
2021-04-29 15:40:14.721,10.228,-2.106,3.179
2021-04-29 15:40:14.730,10.324,-2.126,3.179
2021-04-29 15:40:14.740,10.343,-2.087,3.179
2021-04-29 15:40:14.751,10.285,-2.068,3.16
2021-04-29 15:40:14.760,10.247,-2.087,3.122
2021-04-29 15:40:14.770,10.266,-2.068,3.083
