TimeStamp,X-Axis,Y-Axis,Z-Axis
1619707442.99,1.57,2.719,9.194
1619707443.001,1.532,2.681,9.251
1619707443.01,1.551,2.796,9.251
1619707443.021,1.494,2.853,9.213
1619707443.031,1.474,2.93,9.098
1619707443.041,1.455,2.968,9.098
1619707443.051,1.398,2.93,9.251
1619707443.06,1.321,2.968,9.347
1619707443.07,1.264,2.968,9.213
1619707443.081,1.34,2.873,9.098
1619707443.09,1.494,2.911,9.002
1619707443.101,1.474,3.026,8.945
1619707443.111,1.379,3.007,9.04
1619707443.121,1.379,3.045,9.117
1619707443.131,1.379,3.16,9.098
1619707443.14,1.34,3.179,9.174
1619707443.15,1.359,3.256,9.098
1619707443.161,1.34,3.313,9.021
1619707443.17,1.379,3.409,9.059
1619707443.181,1.417,3.505,9.136
1619707443.19,1.417,3.677,9.155
1619707443.2,1.398,3.696,9.213
1619707443.211,1.474,3.735,9.251
1619707443.22,1.513,3.83,9.213
1619707443.23,1.532,4.079,9.213
1619707443.241,1.494,4.367,9.27
1619707443.25,1.398,4.367,9.328
1619707443.261,1.359,4.309,9.251
1619707443.271,1.359,4.29,9.174
1619707443.281,1.398,4.213,9.194
1619707443.29,1.474,4.079,9.289
1619707443.3,1.436,4.022,9.423
1619707443.311,1.398,3.926,9.423
1619707443.321,1.417,3.83,9.308
1619707443.331,1.379,3.773,9.462
1619707443.34,1.359,3.677,9.481
1619707443.35,1.379,3.601,9.443
1619707443.361,1.321,3.371,9.404
1619707443.372,1.321,3.294,9.27
1619707443.381,1.321,3.294,9.27
1619707443.392,1.283,3.198,9.27
1619707443.401,1.168,3.102,9.385
1619707443.41,1.149,3.141,9.308
1619707443.42,1.13,3.179,9.155
1619707443.43,1.091,3.256,9.079
1619707443.441,1.034,3.237,9.002
1619707443.45,1.034,3.256,8.906
1619707443.46,0.976,3.275,8.906
1619707443.47,0.938,3.332,8.887
1619707443.48,0.957,3.447,8.868
1619707443.491,0.996,3.486,9.04
1619707443.5,0.957,3.505,9.174
1619707443.51,0.881,3.447,9.232
1619707443.52,0.881,3.352,9.213
1619707443.53,0.976,3.352,9.174
1619707443.541,1.034,3.256,9.194
1619707443.55,0.976,3.256,9.155
1619707443.56,0.823,3.122,9.27
1619707443.569,0.804,3.045,9.155
1619707443.579,0.804,3.007,9.021
1619707443.589,0.785,2.815,8.983
1619707443.599,0.785,2.681,8.925
1619707443.61,0.747,2.585,8.945
1619707443.62,0.747,2.604,8.906
1619707443.63,0.766,2.643,8.964
1619707443.64,0.785,2.662,9.04
1619707443.65,0.766,2.681,9.002
1619707443.66,0.804,2.719,9.021
1619707443.67,0.9,2.739,9.059
1619707443.68,0.881,2.566,9.079
1619707443.69,0.976,2.432,9.155
1619707443.701,1.091,2.432,9.174
1619707443.711,1.149,2.47,9.155
1619707443.721,1.245,2.643,9.232
1619707443.73,1.245,2.643,9.232
1619707443.741,1.34,2.719,9.213
1619707443.75,1.379,2.949,9.251
1619707443.761,1.455,3.045,9.423
1619707443.771,1.647,2.988,9.557
1619707443.782,1.723,3.064,9.577
1619707443.79,1.704,2.988,9.672
1619707443.801,1.896,2.834,9.749
1619707443.81,1.992,2.681,9.979
1619707443.82,2.03,2.719,10.343
1619707443.831,2.068,2.777,10.611
