TimeStamp,X-Axis,Y-Axis,Z-Axis
1619707077.15,-0.957,-4.865,8.734
1619707077.16,-0.957,-4.865,8.715
1619707077.17,-0.957,-4.865,8.734
1619707077.18,-0.938,-4.884,8.696
1619707077.19,-0.938,-4.865,8.715
1619707077.2,-0.938,-4.865,8.715
1619707077.211,-0.938,-4.865,8.715
1619707077.22,-0.938,-4.865,8.715
1619707077.23,-0.938,-4.884,8.715
1619707077.24,-0.957,-4.884,8.715
1619707077.252,-0.957,-4.865,8.734
1619707077.262,-0.957,-4.865,8.734
1619707077.28,-0.957,-4.846,8.715
1619707077.285,-0.976,-4.846,8.734
1619707077.292,-0.957,-4.865,8.715
1619707077.3,-0.957,-4.884,8.715
1619707077.31,-0.957,-4.941,8.734
1619707077.319,-1.034,-5.037,8.772
1619707077.33,-1.091,-5.114,8.83
1619707077.34,-1.149,-5.363,9.098
1619707077.35,-1.455,-5.631,9.615
1619707077.36,-1.666,-5.65,10.036
1619707077.37,-1.551,-5.516,10.19
1619707077.38,-1.072,-5.516,9.998
1619707077.391,-0.766,-5.612,9.653
1619707077.4,-0.919,-5.382,9.902
1619707077.41,-1.072,-4.711,9.826
1619707077.422,-0.842,-4.06,10.094
1619707077.43,-0.785,-4.118,10.822
1619707077.441,-0.938,-4.079,11.76
1619707077.451,-1.053,-3.639,12.162
1619707077.462,-1.245,-3.371,12.373
1619707077.474,-1.494,-2.93,12.45
1619707077.481,-1.359,-2.279,12.316
1619707077.491,-1.015,-2.26,12.067
1619707077.5,-0.574,-3.083,11.626
1619707077.51,-0.632,-3.869,11.454
1619707077.52,-0.804,-4.099,11.128
1619707077.53,-0.881,-3.83,10.822
1619707077.54,-0.804,-3.275,10.86
1619707077.551,-0.459,-2.662,10.956
1619707077.56,-0.325,-2.202,10.956
1619707077.57,-0.478,-2.011,10.764
1619707077.58,-0.632,-2.183,10.515
1619707077.59,-0.689,-2.47,10.17
1619707077.6,-0.555,-2.585,9.711
1619707077.611,-0.268,-2.451,9.347
1619707077.62,-0.019,-2.202,8.983
1619707077.63,0.191,-2.011,8.561
1619707077.641,0.363,-1.838,8.332
1619707077.651,0.153,-1.647,8.332
1619707077.66,-0.172,-1.302,8.542
1619707077.67,-0.306,-0.881,8.983
1619707077.681,0,-0.459,9.174
1619707077.69,0.421,-0.21,9.155
1619707077.701,0.478,-0.134,9.117
1619707077.71,0.478,-0.172,8.964
1619707077.72,0.498,-0.363,8.868
1619707077.731,0.459,-0.574,8.772
1619707077.74,0.536,-0.919,8.619
1619707077.751,0.632,-1.436,8.447
1619707077.76,0.67,-1.915,8.523
1619707077.771,0.459,-2.126,8.734
1619707077.781,0.191,-1.934,8.83
1619707077.791,0.114,-2.145,8.925
1619707077.8,0.114,-2.815,9.079
1619707077.811,0.095,-3.256,9.136
1619707077.821,-0.114,-3.466,9.308
1619707077.83,-0.402,-3.486,9.385
1619707077.84,-0.421,-3.601,9.27
1619707077.851,-0.363,-3.964,9.155
1619707077.86,-0.076,-4.213,9.136
1619707077.87,0.057,-4.252,9.155
1619707077.882,0.019,-4.156,9.194
1619707077.891,-0.114,-3.85,9.194
1619707077.9,-0.21,-3.677,9.232
1619707077.91,-0.172,-3.62,9.328
1619707077.921,-0.057,-3.198,9.347
