0.976;-3.007;9.557;2021-05-11 12:08:22.350
0.976;-3.026;9.538;2021-05-11 12:08:22.349
0.996;-2.988;9.538;2021-05-11 12:08:22.347
0.996;-2.988;9.538;2021-05-11 12:08:22.346
0.996;-2.988;9.538;2021-05-11 12:08:22.345
0.996;-2.988;9.557;2021-05-11 12:08:22.343
1.015;-3.007;9.538;2021-05-11 12:08:22.030
0.976;-2.988;9.557;2021-05-11 12:08:22.021
0.957;-2.988;9.557;2021-05-11 12:08:22.010
0.996;-2.968;9.557;2021-05-11 12:08:22.000
0.996;-3.007;9.519;2021-05-11 12:08:21.990
0.976;-3.007;9.538;2021-05-11 12:08:21.980
0.976;-2.988;9.557;2021-05-11 12:08:21.970
0.996;-2.968;9.557;2021-05-11 12:08:21.960
0.976;-2.968;9.538;2021-05-11 12:08:21.950
0.996;-2.988;9.557;2021-05-11 12:08:21.941
0.996;-3.007;9.538;2021-05-11 12:08:21.931
0.976;-3.026;9.538;2021-05-11 12:08:21.920
0.976;-3.026;9.538;2021-05-11 12:08:21.910
0.996;-2.968;9.577;2021-05-11 12:08:21.900
0.957;-2.949;9.538;2021-05-11 12:08:21.890
0.938;-2.968;9.557;2021-05-11 12:08:21.880
0.996;-2.988;9.557;2021-05-11 12:08:21.871
0.996;-2.988;9.538;2021-05-11 12:08:21.860
0.976;-3.007;9.538;2021-05-11 12:08:21.850
1.015;-3.007;9.519;2021-05-11 12:08:21.841
1.034;-3.026;9.5;2021-05-11 12:08:21.830
0.976;-3.007;9.519;2021-05-11 12:08:21.820
0.996;-2.988;9.538;2021-05-11 12:08:21.810
0.996;-2.988;9.538;2021-05-11 12:08:21.800
0.976;-2.988;9.557;2021-05-11 12:08:21.791
0.976;-3.007;9.538;2021-05-11 12:08:21.780
0.996;-3.007;9.538;2021-05-11 12:08:21.770
0.996;-3.026;9.538;2021-05-11 12:08:21.761
1.015;-3.026;9.519;2021-05-11 12:08:21.750
0.996;-3.007;9.538;2021-05-11 12:08:21.740
0.976;-2.988;9.538;2021-05-11 12:08:21.730
0.976;-2.968;9.557;2021-05-11 12:08:21.720
0.957;-2.949;9.557;2021-05-11 12:08:21.712
0.976;-2.968;9.538;2021-05-11 12:08:21.700
0.976;-3.007;9.538;2021-05-11 12:08:21.692
0.996;-3.026;9.519;2021-05-11 12:08:21.680
1.015;-3.007;9.5;2021-05-11 12:08:21.670
1.015;-2.988;9.538;2021-05-11 12:08:21.660
0.957;-3.007;9.557;2021-05-11 12:08:21.650
0.957;-3.026;9.557;2021-05-11 12:08:21.640
0.976;-3.007;9.538;2021-05-11 12:08:21.630
0.996;-2.988;9.519;2021-05-11 12:08:21.620
0.957;-3.007;9.538;2021-05-11 12:08:21.611
0.957;-2.988;9.577;2021-05-11 12:08:21.600
0.996;-2.968;9.557;2021-05-11 12:08:21.590
0.957;-2.949;9.557;2021-05-11 12:08:21.580
0.957;-2.949;9.557;2021-05-11 12:08:21.570
0.976;-2.988;9.557;2021-05-11 12:08:21.560
0.976;-3.007;9.519;2021-05-11 12:08:21.551
0.996;-3.007;9.519;2021-05-11 12:08:21.541
0.996;-3.007;9.538;2021-05-11 12:08:21.530
0.976;-2.988;9.577;2021-05-11 12:08:21.520
0.976;-2.968;9.557;2021-05-11 12:08:21.510
0.976;-2.988;9.538;2021-05-11 12:08:21.501
0.976;-2.988;9.538;2021-05-11 12:08:21.491
0.996;-3.007;9.538;2021-05-11 12:08:21.480
0.996;-3.007;9.538;2021-05-11 12:08:21.471
0.976;-2.949;9.538;2021-05-11 12:08:21.460
0.957;-2.949;9.577;2021-05-11 12:08:21.450
0.957;-2.93;9.557;2021-05-11 12:08:21.441
0.976;-2.93;9.557;2021-05-11 12:08:21.430
0.996;-2.968;9.519;2021-05-11 12:08:21.420
0.976;-2.968;9.557;2021-05-11 12:08:21.410
0.976;-2.949;9.538;2021-05-11 12:08:21.400
0.976;-2.949;9.557;2021-05-11 12:08:21.390
0.976;-2.968;9.538;2021-05-11 12:08:21.380
0.996;-2.988;9.5;2021-05-11 12:08:21.370
0.976;-3.026;9.538;2021-05-11 12:08:21.360
0.976;-3.007;9.557;2021-05-11 12:08:21.350
0.996;-2.988;9.557;2021-05-11 12:08:21.340
0.996;-2.949;9.538;2021-05-11 12:08:21.330
0.976;-2.93;9.538;2021-05-11 12:08:21.320
0.957;-2.93;9.557;2021-05-11 12:08:21.310
0.957;-2.892;9.557;2021-05-11 12:08:21.300
0.976;-2.93;9.557;2021-05-11 12:08:21.291
0.996;-2.968;9.557;2021-05-11 12:08:21.280
1.015;-2.988;9.519;2021-05-11 12:08:21.271
0.976;-2.968;9.538;2021-05-11 12:08:21.260
0.976;-2.93;9.557;2021-05-11 12:08:21.250
0.976;-2.911;9.596;2021-05-11 12:08:21.241
0.957;-2.911;9.577;2021-05-11 12:08:21.230
0.976;-2.873;9.557;2021-05-11 12:08:21.220
0.976;-2.911;9.557;2021-05-11 12:08:21.210
0.957;-2.949;9.557;2021-05-11 12:08:21.201
0.996;-2.988;9.557;2021-05-11 12:08:21.190
1.015;-2.988;9.538;2021-05-11 12:08:21.180
0.996;-2.988;9.557;2021-05-11 12:08:21.170
0.976;-2.988;9.538;2021-05-11 12:08:21.160
0.957;-2.93;9.577;2021-05-11 12:08:21.150
0.996;-2.911;9.577;2021-05-11 12:08:21.142
0.996;-2.911;9.538;2021-05-11 12:08:21.130
0.976;-2.949;9.538;2021-05-11 12:08:21.121
0.976;-2.988;9.538;2021-05-11 12:08:21.117
0.996;-2.988;9.538;2021-05-11 12:08:21.115
0.996;-2.988;9.519;2021-05-11 12:08:21.112
0.976;-2.949;9.557;2021-05-11 12:08:21.109
0.976;-2.949;9.557;2021-05-11 12:08:21.107
0.957;-2.968;9.577;2021-05-11 12:08:21.105
0.976;-2.93;9.557;2021-05-11 12:08:21.103
0.976;-2.93;9.538;2021-05-11 12:08:21.101
0.957;-2.949;9.577;2021-05-11 12:08:21.099
0.976;-2.968;9.577;2021-05-11 12:08:21.096
1.015;-2.93;9.557;2021-05-11 12:08:21.010
0.996;-2.93;9.538;2021-05-11 12:08:21.002
0.976;-2.968;9.538;2021-05-11 12:08:20.990
1.034;-2.988;9.538;2021-05-11 12:08:20.980
1.034;-3.007;9.5;2021-05-11 12:08:20.970
0.996;-3.007;9.519;2021-05-11 12:08:20.960
0.976;-2.949;9.577;2021-05-11 12:08:20.951
0.976;-2.911;9.596;2021-05-11 12:08:20.941
