TimeStamp,X-Axis,Y-Axis,Z-Axis
1619708863.21,10.151,-4.558,-2.183
1619708863.218,10.209,-4.424,-2.145
1619708863.228,10.4,-4.175,-2.164
1619708863.239,10.266,-4.041,-2.202
1619708863.249,10.305,-3.945,-2.183
1619708863.26,10.324,-3.888,-2.279
1619708863.27,10.439,-3.83,-2.336
1619708863.281,10.209,-3.869,-2.202
1619708863.29,10.343,-3.85,-2.049
1619708863.3,10.324,-3.869,-2.049
1619708863.31,10.419,-3.792,-2.26
1619708863.321,10.879,-3.543,-2.375
1619708863.331,10.668,-3.486,-2.509
1619708863.34,10.707,-3.313,-2.528
1619708863.35,10.496,-3.237,-2.47
1619708863.36,10.362,-3.083,-2.432
1619708863.371,10.228,-2.949,-2.375
1619708863.38,10.305,-2.834,-2.355
1619708863.391,10.458,-2.739,-2.413
1619708863.401,10.515,-2.566,-2.566
1619708863.411,10.343,-2.355,-2.681
1619708863.422,10.228,-2.183,-2.7
1619708863.431,10.305,-2.145,-2.662
1619708863.44,10.458,-2.202,-2.547
1619708863.45,10.745,-2.26,-2.317
1619708863.461,11.013,-2.509,-1.992
1619708863.47,11.435,-2.777,-1.685
1619708863.481,11.55,-2.988,-1.417
1619708863.491,11.55,-3.064,-1.168
1619708863.501,11.32,-3.352,-0.996
1619708863.511,11.09,-3.62,-0.593
1619708863.523,11.052,-3.926,0.076
1619708863.531,11.166,-4.252,0.861
1619708863.54,11.147,-4.692,1.743
1619708863.55,11.435,-5.037,2.662
1619708863.561,12.143,-4.807,3.141
1619708863.57,13.082,-3.869,2.911
1619708863.581,14.059,-2.49,2.202
1619708863.591,14.767,-1.398,1.551
1619708863.601,15.246,-1.053,1.168
1619708863.61,15.457,-1.245,1.532
1619708863.62,15.534,-1.551,2.547
1619708863.631,15.61,-1.532,3.869
1619708863.64,15.629,-1.034,5.209
1619708863.651,15.4,-0.153,6.148
1619708863.66,14.882,0.9,6.493
1619708863.671,14.346,1.704,6.282
1619708863.68,13.848,2.049,5.669
1619708863.691,13.293,2.106,4.941
1619708863.701,12.565,1.857,4.194
1619708863.711,12.182,1.819,3.217
1619708863.722,12.986,5.439,2.796
1619708863.731,10.63,4.922,3.964
1619708863.743,10.726,-0.325,3.85
1619708863.751,11.952,-3.352,3.313
1619708863.761,8.696,-7.01,3.524
1619708863.77,6.378,-9.711,2.375
1619708863.781,6.11,-10.056,0.823
1619708863.79,5.861,-9.308,-0.287
1619708863.8,5.516,-8.906,-1.11
1619708863.81,5.344,-8.945,-1.283
1619708863.82,5.363,-8.485,-1.13
1619708863.831,5.516,-6.454,-0.842
1619708863.84,5.286,-3.945,-0.249
1619708863.851,5.152,-2.643,0.21
1619708863.861,5.267,-2.26,0.383
1619708863.871,5.478,-2.413,0.306
1619708863.881,5.918,-2.719,0.402
1619708863.891,6.34,-2.93,0.555
1619708863.9,6.589,-3.007,0.747
1619708863.91,6.953,-3.026,0.9
1619708863.921,7.451,-3.064,0.9
1619708863.931,7.91,-3.237,0.785
1619708863.941,8.255,-3.486,0.574
1619708863.95,8.427,-3.715,0.344
1619708863.96,8.485,-3.811,0.21
1619708863.971,8.523,-4.405,0
1619708863.98,8.696,-4.654,-0.191
1619708863.99,8.868,-4.692,-0.249
1619708864.002,8.983,-4.941,-0.383
1619708864.011,9.251,-5.133,-0.517
1619708864.021,9.462,-5.286,-0.632
1619708864.03,9.634,-5.439,-0.689
1619708864.04,9.672,-5.535,-0.651
1619708864.05,9.615,-5.573,-0.536
1619708864.061,9.385,-5.612,-0.421
1619708864.071,9.136,-5.573,-0.325
1619708864.08,8.925,-5.535,-0.191
1619708864.091,8.849,-5.497,0
1619708864.1,8.906,-5.516,0.191
1619708864.11,9.059,-5.554,0.383
1619708864.121,9.174,-5.669,0.536
1619708864.131,9.308,-5.842,0.842
1619708864.141,9.538,-5.995,1.149
1619708864.15,9.711,-5.976,1.417
1619708864.16,9.749,-5.707,1.608
1619708864.171,9.692,-5.248,1.704
1619708864.18,9.538,-4.731,1.723
1619708864.19,9.328,-4.405,1.723
1619708864.2,9.079,-4.233,1.781
1619708864.211,8.983,-4.079,1.896
1619708864.22,8.983,-3.945,1.953
1619708864.231,8.983,-3.926,2.03
1619708864.24,9.117,-3.888,2.126
1619708864.25,9.404,-3.964,2.164
1619708864.26,9.768,-4.156,2.241
1619708864.27,10.094,-4.367,2.317
1619708864.28,10.247,-4.558,2.451
1619708864.291,10.209,-4.577,2.585
1619708864.3,10.056,-4.443,2.662
1619708864.31,9.787,-4.137,2.7
1619708864.321,9.577,-3.792,2.662
1619708864.331,9.596,-3.332,2.509
1619708864.341,9.634,-2.528,1.992
1619708864.35,9.73,-2.279,1.723
1619708864.36,9.902,-2.126,1.532
1619708864.372,10.151,-2.087,1.474
1619708864.381,10.381,-2.164,1.436
1619708864.394,10.534,-2.355,1.359
1619708864.4,10.764,-2.47,1.398
1619708864.41,10.841,-2.624,1.57
1619708864.42,10.841,-2.911,1.8
1619708864.429,10.898,-3.294,1.992
1619708864.439,10.994,-3.754,2.164
1619708864.45,11.109,-4.175,2.26
1619708864.46,11.301,-4.405,2.241
1619708864.47,11.415,-4.52,2.145
1619708864.481,11.55,-4.482,1.972
1619708864.49,11.722,-4.29,1.743
1619708864.5,11.856,-4.194,1.551
1619708864.51,12.22,-4.118,1.359
1619708864.52,12.833,-4.079,1.225
1619708864.53,13.427,-4.156,1.245
1619708864.541,13.752,-4.29,1.455
1619708864.55,13.522,-4.328,1.819
1619708864.561,12.814,-4.386,2.164
1619708864.57,11.99,-4.386,2.355
1619708864.58,11.166,-4.309,2.413
1619708864.59,10.419,-4.118,2.336
1619708864.601,9.883,-3.83,2.221
1619708864.61,9.481,-3.505,2.145
1619708864.621,9.251,-3.275,2.106
1619708864.631,9.213,-3.256,2.03
1619708864.641,9.136,-3.256,2.03
1619708864.65,9.059,-3.275,2.068
1619708864.66,9.002,-3.256,2.068
1619708864.671,8.983,-3.179,2.106
1619708864.681,9.002,-3.045,2.106
1619708864.691,9.098,-3.026,2.126
1619708864.7,9.251,-3.141,2.221
1619708864.71,9.5,-3.294,2.394
1619708864.722,9.864,-3.581,2.585
1619708864.732,10.266,-3.907,2.815
1619708864.74,10.649,-4.079,3.045
1619708864.75,10.917,-4.137,3.256
1619708864.761,11.147,-4.079,3.313
1619708864.771,11.205,-4.022,3.16
1619708864.781,11.147,-3.984,2.988
1619708864.79,11.186,-3.85,2.681
1619708864.801,11.186,-3.543,2.355
