TimeStamp,X-Axis,Y-Axis,Z-Axis
1619707197.01,5.516,-2.624,1.551
1619707197.022,5.458,-2.202,1.283
1619707197.031,5.286,-2.604,1.532
1619707197.04,5.229,-2.892,2.049
1619707197.051,5.133,-2.739,2.221
1619707197.06,4.941,-2.068,2.394
1619707197.07,4.826,-0.881,2.604
1619707197.081,4.692,-0.114,2.758
1619707197.09,4.654,-0.038,3.007
1619707197.1,4.999,-0.229,2.662
1619707197.111,5.573,-0.593,2.413
1619707197.12,5.976,-0.823,2.106
1619707197.13,5.956,-0.919,1.992
1619707197.14,5.784,-0.689,2.375
1619707197.15,5.401,-0.881,2.758
1619707197.159,5.497,-2.087,3.16
1619707197.169,5.88,-3.122,3.524
1619707197.179,6.071,-3.888,3.543
1619707197.19,6.876,-4.06,3.524
1619707197.201,7.834,-3.39,3.294
1619707197.21,8.561,-3.16,2.739
1619707197.22,8.772,-3.715,2.221
1619707197.23,9.002,-4.309,1.915
1619707197.24,9.002,-4.96,1.589
1619707197.25,8.945,-5.803,1.187
1619707197.26,9.902,-6.704,0.325
1619707197.27,10.592,-6.493,0.555
1619707197.28,11.128,-5.535,0.536
1619707197.29,11.281,-4.29,0.612
1619707197.3,10.86,-3.313,0.861
1619707197.31,10.419,-3.294,1.149
1619707197.32,10.19,-3.85,1.532
1619707197.331,9.864,-4.175,1.398
1619707197.339,9.519,-4.75,1.589
1619707197.35,9.462,-4.999,2.202
1619707197.36,9.481,-4.692,2.547
1619707197.37,9.404,-4.137,2.183
1619707197.379,9.136,-3.907,1.283
1619707197.39,9.557,-4.405,0.861
1619707197.4,9.826,-5.305,0.67
1619707197.411,9.615,-5.535,0.363
1619707197.42,9.423,-4.903,0.019
1619707197.43,9.117,-4.213,0
1619707197.44,9.021,-2.892,0.938
1619707197.45,9.136,-1.972,2.03
1619707197.461,9.232,-2.068,2.413
1619707197.47,9.136,-2.106,2.719
1619707197.48,9.347,-2.451,2.7
1619707197.49,9.615,-3.352,2.279
1619707197.501,9.653,-4.041,1.762
1619707197.511,9.308,-4.348,1.321
1619707197.523,9.27,-5.018,1.091
1619707197.531,8.81,-5.324,1.149
1619707197.54,9.04,-4.539,1.321
1619707197.55,9.557,-4.003,1.283
1619707197.563,10.075,-4.022,1.053
1619707197.571,10.209,-4.118,0.957
1619707197.581,10.075,-3.945,0.996
1619707197.59,9.96,-3.696,1.072
1619707197.6,9.749,-3.562,1.245
1619707197.611,9.577,-3.562,1.264
1619707197.62,9.596,-3.715,1.206
1619707197.63,9.807,-3.869,0.957
1619707197.641,10.17,-4.099,0.421
1619707197.65,10.458,-4.233,0.038
1619707197.661,10.726,-4.52,0.287
1619707197.671,10.726,-4.52,0.287
1619707197.68,10.649,-4.558,0.498
1619707197.692,10.4,-5.075,0.919
1619707197.701,10.343,-5.324,0.804
1619707197.711,10.419,-5.286,0.67
1619707197.721,10.285,-4.884,0.689
1619707197.731,9.672,-4.328,1.187
1619707197.742,9.059,-3.562,1.972
1619707197.751,8.753,-2.815,2.643
1619707197.762,8.81,-2.394,2.796
1619707197.771,9.002,-2.528,2.796
1619707197.781,9.059,-2.892,2.49
1619707197.79,8.906,-3.026,1.915
1619707197.8,8.906,-3.007,1.015
1619707197.81,8.734,-3.39,0.402
1619707197.82,8.37,-3.792,0.344
1619707197.831,8.121,-3.926,0.229
1619707197.84,7.738,-3.945,0.191
1619707197.851,7.297,-3.85,0.325
1619707197.86,6.933,-3.811,0.402
1619707197.871,6.78,-3.198,0.766
1619707197.88,6.684,-2.451,1.283
1619707197.891,6.55,-2.164,1.685
1619707197.9,6.493,-2.145,1.953
1619707197.91,6.34,-2.509,2.298
