TimeStamp,X-Axis,Y-Axis,Z-Axis
1619707472.23,1.608,-4.96,8.083
1619707472.24,1.666,-4.405,7.834
1619707472.251,1.819,-4.194,7.719
1619707472.261,1.896,-4.233,7.795
1619707472.274,1.857,-4.348,8.14
1619707472.28,1.838,-4.501,8.715
1619707472.291,1.762,-4.597,9.04
1619707472.301,1.685,-4.501,9.021
1619707472.311,1.532,-4.233,8.849
1619707472.321,1.283,-4.041,8.849
1619707472.331,1.053,-3.83,9.04
1619707472.342,0.996,-3.466,9.136
1619707472.352,0.957,-3.198,9.04
1619707472.361,0.861,-3.198,9.04
1619707472.37,0.747,-3.198,9.002
1619707472.38,0.574,-2.968,8.945
1619707472.39,0.478,-2.719,8.906
1619707472.4,0.402,-2.7,8.906
1619707472.411,0.402,-2.7,8.925
1619707472.42,0.344,-2.585,8.964
1619707472.432,0.249,-2.375,9.021
1619707472.44,0.191,-2.164,9.117
1619707472.449,0.114,-2.087,9.194
1619707472.459,0.095,-1.992,9.27
1619707472.469,0.076,-1.953,9.251
1619707472.479,0.019,-1.953,9.289
1619707472.49,0.019,-1.896,9.27
1619707472.499,0.019,-1.838,9.232
1619707472.51,0.019,-1.877,9.232
1619707472.52,0,-1.896,9.251
1619707472.53,0,-1.896,9.27
1619707472.54,-0.019,-1.953,9.328
1619707472.55,-0.076,-1.992,9.308
1619707472.56,-0.057,-1.992,9.404
1619707472.57,0,-1.953,9.557
1619707472.58,0.019,-1.953,9.672
1619707472.59,0.019,-1.934,9.557
1619707472.6,0.038,-1.857,9.557
1619707472.609,0.019,-1.877,9.672
1619707472.62,0.019,-1.953,9.768
1619707472.631,0.057,-1.877,9.864
1619707472.641,0.076,-1.762,9.979
1619707472.65,0.057,-1.704,9.998
1619707472.66,0.038,-1.723,9.998
1619707472.67,0.057,-1.743,10.017
1619707472.68,0.114,-1.704,10.075
1619707472.69,0.134,-1.647,10.094
1619707472.701,0.114,-1.704,10.151
1619707472.71,0.114,-1.781,10.17
1619707472.72,0.076,-1.819,10.247
1619707472.731,0.019,-1.743,10.381
1619707472.741,0.019,-1.704,10.381
1619707472.751,-0.019,-1.704,10.362
1619707472.76,-0.019,-1.723,10.362
1619707472.77,0,-1.685,10.324
1619707472.781,-0.019,-1.666,10.343
1619707472.79,-0.076,-1.666,10.343
1619707472.8,-0.114,-1.723,10.362
1619707472.811,-0.095,-1.877,10.362
1619707472.82,-0.038,-2.049,10.228
1619707472.83,0,-2.126,10.151
1619707472.841,0.134,-2.183,10.132
1619707472.851,0.287,-2.432,10.036
1619707472.861,0.44,-2.796,9.883
1619707472.871,0.593,-3.141,9.864
1619707472.881,0.747,-3.486,9.998
1619707472.891,0.842,-3.62,10.036
1619707472.9,0.9,-3.639,9.96
1619707472.91,0.804,-3.754,9.807
1619707472.921,0.747,-4.003,9.634
1619707472.93,0.842,-4.118,9.538
1619707472.94,0.861,-4.06,9.366
1619707472.951,0.881,-4.099,9.308
1619707472.961,0.957,-4.213,9.328
1619707472.971,1.149,-4.213,9.404
1619707472.98,1.455,-4.06,9.328
1619707472.99,1.589,-3.964,9.289
1619707473.001,1.647,-3.83,9.289
1619707473.011,1.647,-3.447,9.194
1619707473.021,1.685,-2.873,9.059
1619707473.031,1.723,-2.566,9.079
1619707473.047,1.877,-2.624,9.04
1619707473.053,2.145,-2.47,8.657
1619707473.061,2.317,-1.857,8.408
1619707473.07,2.662,-0.9,8.619
1619707473.081,2.93,-0.095,8.772
1619707473.09,2.968,0.632,8.81
1619707473.1,3.007,1.704,8.638
1619707473.11,2.873,2.815,8.581
1619707473.12,2.509,3.773,8.887
1619707473.13,2.279,4.711,9.174
1619707473.14,2.202,5.42,9.289
1619707473.151,2.375,5.803,9.251
1619707473.16,2.624,6.071,8.964
1619707473.171,2.719,6.608,8.485
1619707473.18,2.777,7.316,8.14
