TimeStamp,X-Axis,Y-Axis,Z-Axis,Velocity,Class
12:07:58.105,0.153,-3.179,9.308,14.09,NotFall
12:07:58.363,0.038,-3.026,9.404,9.5,NotFall
12:07:58.505,-0.038,-2.815,9.289,1.0,NotFall
12:07:58.706,-0.325,-3.16,9.174,37.35,NotFall
12:07:58.905,-0.325,-2.585,9.347,37.4,NotFall
12:07:59.105,-0.363,-3.447,9.194,52.65,NotFall
12:07:59.305,-0.555,-2.796,9.347,30.6,NotFall
12:07:59.506,-0.478,-3.083,9.404,7.65,NotFall
12:07:59.705,-0.785,-3.658,11.013,36.17,NotFall
12:07:59.906,3.754,-4.903,1.398,317.64,NotFall
12:08:00.105,2.432,-11.588,-5.918,766.15,NotFall
12:08:00.306,4.731,-14.04,-6.416,24.75,NotFall
12:08:00.569,2.988,-3.371,-0.536,1080.73,NotFall
12:08:00.705,4.06,-6.225,-1.608,142.7,NotFall
12:08:00.906,5.535,-15.131,-2.719,427.1,NotFall
12:08:01.106,3.428,-7.546,0.67,443.35,NotFall
12:08:01.305,4.367,-7.029,3.352,206.9,NotFall
12:08:01.505,1.723,-0.402,7.929,428.0,NotFall
12:08:01.706,3.294,-9.002,0.363,729.75,NotFall
12:08:01.905,4.137,-10.17,-8.006,434.7,NotFall
12:08:02.105,2.739,-10.726,-3.677,119.35,NotFall
12:08:02.305,4.635,-7.336,-6.78,109.15,NotFall
12:08:02.505,6.129,-10.075,-1.436,154.68,NotFall
12:08:02.769,1.551,0.134,6.723,1013.97,NotFall
12:08:02.905,2.068,1.168,10.726,277.7,NotFall
12:08:03.105,2.815,-2.662,6.799,350.5,NotFall
12:08:03.305,4.213,-8.447,2.853,418.74,NotFall
12:08:03.505,3.773,-11.684,3.007,175.27,NotFall
12:08:03.705,2.892,-10.343,3.198,32.55,NotFall
12:08:03.906,3.581,-11.569,3.256,23.95,NotFall
12:08:04.105,3.083,-7.24,2.911,174.3,NotFall
12:08:04.305,1.972,0.229,9.155,630.1,NotFall
12:08:04.505,2.087,-2.183,7.412,203.02,NotFall
12:08:04.705,4.348,-8.887,-0.612,496.69,NotFall
12:08:04.955,3.466,-11.569,-0.632,238.93,NotFall
12:08:05.105,2.949,-10.036,-0.249,56.87,NotFall
12:08:05.352,4.137,-11.99,-0.306,53.44,NotFall
12:08:05.505,2.892,-7.029,1.992,300.7,NotFall
12:08:05.705,3.122,-3.639,4.424,302.6,NotFall
12:08:05.905,4.405,-10.592,0.076,500.9,NotFall
12:08:06.106,3.601,-11.569,-2.643,225.0,NotFall
12:08:06.305,0.823,-7.47,1.685,282.45,NotFall
12:08:06.505,2.241,-3.007,9.864,703.0,NotFall
12:08:06.705,0.249,-2.451,9.615,84.67,NotFall
12:08:06.905,0.823,-3.217,9.519,10.25,NotFall
12:08:07.185,0.383,-3.122,9.481,32.18,NotFall
12:08:07.304,0.517,-3.141,9.385,0.95,NotFall
12:08:07.505,0.555,-3.083,9.308,0.95,NotFall
12:08:07.705,0.689,-3.083,9.136,1.91,NotFall
12:08:07.905,0.861,-2.949,9.27,21.89,NotFall
12:08:08.105,0.632,-2.03,9.557,49.1,NotFall
